film,rating,date,liked,log_date,country,studio,primary_language,genres,director,actors
Eyes Wide Shut,8,1999,false,2023-08-22,UK,Warner Bros. Pictures,English,"['Thriller', 'Drama', 'Mystery']",Stanley Kubrick,"['Tom Cruise', 'Nicole Kidman', 'Sydney Pollack', 'Marie Richardson', 'Rade Šerbedžija', 'Todd Field', 'Vinessa Shaw', 'Alan Cumming', 'Sky du Mont', 'Fay Masterson', 'Leelee Sobieski', 'Thomas Gibson', 'Madison Eginton', 'Julienne Davis', 'Jackie Sawiris', 'Leslie Lowe', 'Peter Hans Benson', 'Michael Doven', 'Louise J. Taylor', 'Stewart Thorndike', 'Randall Paul', 'Lisa Leone', 'Kevin Connealy', 'Mariana Hewett', 'Dan Rollman', 'Gavin Parry', 'Chris Pare', 'Adam Lias', 'Christian Clarke', 'Kyle Whitcombe', 'Gary Goba', 'Florian Windorfer', 'Togo Igawa', 'Eiji Kusuhara', 'Sam Douglas', 'Angus MacInnes', 'Abigail Good', 'Brian W. Cook', 'Leon Vitali', 'Carmela Marner', 'Phil Davies', 'Cindy Dolenc', 'Clark Hayes', 'Treva Etienne', 'Colin Angus', 'Karla Ashley', 'Kate Charman', 'James Demaria', 'Tony De Sergio', 'Janie Dickens', 'Laura Fallace', 'Vanessa Fenton', 'Georgina Finch', 'Peter Godwin', 'Joanna Heath', 'Lee Henshaw', 'Ateeka Poole', 'Adam Pudney', 'Sharon Quinn', 'Ben De Saumserez', 'Emma Lou Sharratt', 'Paul Spelling', 'Matthew Thompson', 'Dan Travers', 'Russell Trigg', 'Kate Whalin', 'Cate Blanchett', 'Jerson David Ambion', 'Shelsie Blake', 'John N. Campbell', ""Emilio D'Alessandro"", 'Paul Desbois', 'Donna Ewin', 'Sam Heydon', 'Alex Hobbs', 'Christiane Kubrick', 'Katharina Kubrick', 'Taylor Murphy', 'Graham Skidmore', 'Stanley Kubrick']"
Snake Eyes,8,1998,true,2023-08-21,USA,Paramount Pictures,English,"['Crime', 'Mystery', 'Thriller']",Brian De Palma,"['Nicolas Cage', 'Gary Sinise', 'Carla Gugino', 'John Heard', 'Stan Shaw', 'Kevin Dunn', 'Michael Rispoli', 'Joel Fabiani', 'Luis Guzmán', 'David Anthony Higgins', 'Mike Starr', 'Adam C. Flores', 'Tamara Tunie', 'Chip Zien', 'Michaella Bassey', 'Paul Joseph Bernardo', 'Jernard Burks', 'Mark Camacho', 'Desmond Campbell', 'Jean-Paul Chartrand', 'Chip Chuipka', 'Deano Clavet', 'Tara Ann Culp', 'Kelly Deadmon', 'Frédérick de Grandpré', 'Sébastien Delorme', 'George Fourniotis', 'Christina Fulton', 'Kenneth Glegg', 'Alain Goulem', 'Dean Hagopian', 'Jayne Heitmeyer', 'Eric Hoziel', 'Byron Johnson', 'Guy Kelada', 'Sylvain Landry', 'Cary Lawrence', 'Robert Norman', 'Richard Lemire', 'Christopher B. MacCabe', 'Sylvain Massé', 'Patrick McDade', 'William J. McKeon III', 'Peter McRobbie', 'Christian Napoli', 'Lance E. Nichols', 'Jason Nuzzo', 'Patrick Parent', 'Peter Patrikios', 'Jacynthe René', 'Stephen Spreekmeester', 'Eva Tep', 'John Thaddeus', 'Jim Whelan', 'Brian Anthony Wilson', 'Richard Zeman', 'Gerard Max Desilus', 'Marco Kyris', 'Antoinette Cancelliere', 'Kevin Craig West', 'Andrew Semple']"
Blue Beetle,4,2023,false,2023-08-20,USA,Warner Bros. Pictures,English,"['Action', 'Science Fiction', 'Adventure']",Ángel Manuel Soto,"['Xolo Mariduena', 'Bruna Marquezine', 'Susan Sarandon', 'Raoul Max Trujillo', 'Belissa Escobedo', 'Damián Alcázar', 'Elpidia Carrillo', 'George Lopez', 'Adriana Barraza', 'Becky G', 'Harvey Guillén', 'Jorge Jimenez', 'Eyra Agüero Joubert', 'Gabrielle Ortiz', 'Chente Ydrach', 'Modesto Lacen', 'Oshún Ramirez', 'Brianna Quinn Lewis', 'Tahj Vaughans', 'Dante Gonzalez-Abreu', 'Jon Z', 'Carlos Ponce', 'Franco Castan', 'Perris Drew', 'Felipe Esparza', 'Walter J. Buck', 'Jackson Spidell', 'Esteban Ruiz', 'Marcus Nelson', 'Isabella Aparicio', 'Ayden Rivera', 'Xol Gonzalez', 'Yuli Zorrilla', 'Sergio Valente']"
The Hitcher,7,1986,true,2023-08-19,USA,Feldman/Meeker Productions,English,"['Horror', 'Thriller', 'Action']",Robert Harmon,"['Rutger Hauer', 'C. Thomas Howell', 'Jennifer Jason Leigh', 'Jeffrey DeMunn', 'Billy Green Bush', 'John M. Jackson', 'Henry Darrow', 'Jon Van Ness', 'Jack Thibeau', 'Armin Shimerman', 'Gene Davis', 'Tony Epper', 'Tom Spratley', 'Colin Campbell']"
It Follows,7,2014,false,2023-08-19,USA,Two Flints,English,"['Horror', 'Mystery']",David Robert Mitchell,"['Maika Monroe', 'Keir Gilchrist', 'Daniel Zovatto', 'Jake Weary', 'Olivia Luccardi', 'Lili Sepe', 'Bailey Spry', 'Carollette Phillips', 'Loren Bass', 'Charles Gertner', 'Debbie Williams', 'Ruby Harris', 'Leisa Pulido', 'D.J. Oliver', 'Linda Boston', 'Ingrid Mortimer', 'Kourtney Bell', 'Alexyss Spradlin', 'Mike Lanier', 'Claire Sloma', 'Scott Norman', 'Erin Stone', 'Joanna Bronson', 'Don Hails', 'Ele Bardha', 'Caitlin Burt', 'Heather Fairbanks', 'Vincent Hogarth', 'Christopher Hohman', 'Rich Vreeland']"
Donnie Darko,6,2001,false,2023-08-18,USA,Flower Films,English,"['Fantasy', 'Mystery', 'Drama']",Richard Kelly,"['Jake Gyllenhaal', 'Jena Malone', 'James Duval', 'Drew Barrymore', 'Beth Grant', 'Maggie Gyllenhaal', 'Mary McDonnell', 'Holmes Osborne', 'Noah Wyle', 'Katharine Ross', 'Patrick Swayze', 'Daveigh Chase', 'Arthur Taxier', 'David St. James', 'Patience Cleveland', 'Jazzie Mahannah', 'Jolene Purdy', 'David Moreland', 'Kristina Malota', 'Marina Malota', 'Scotty Leavenworth', 'Phyllis Lyons', 'Gary Lundy', 'Alex Greenwald', 'Stuart Stone', 'Joan Blair', 'Seth Rogen', 'Mark Hoffman', 'Jerry Trainor', 'Tom Tangen', 'Carly Naples', 'Lisa K. Wyatt', 'Rachel Winfree', 'Ashley Tisdale', 'Tiler Peck', 'Fran Kranz', 'Sarah Hudson', 'Alison Jones', 'Lee Weaver', 'Jack Salvatore, Jr.']"
Black Swan,9,2010,true,2023-08-17,USA,Fox Searchlight Pictures,English,"['Drama', 'Thriller', 'Horror']",Darren Aronofsky,"['Natalie Portman', 'Mila Kunis', 'Vincent Cassel', 'Barbara Hershey', 'Winona Ryder', 'Benjamin Millepied', 'Ksenia Solo', 'Kristina Anapau', 'Janet Montgomery', 'Sebastian Stan', 'Toby Hemingway', 'Sergio Torrado', 'Mark Margolis', 'Tina Sloan', 'Abraham Aronofsky', 'Charlotte Aronofsky', 'Marcia Jean Kurtz', ""Shaun O'Hagan"", 'Chris Gartin', 'Deborah Offner', 'Stanley B. Herman', 'Michelle Rodriguez Nouel', 'Kurt Froman', 'Marty Krzywonos', 'Leslie Lyles', 'John Epperson', 'Arkadiy Figlin', 'Tim Fain', 'Sarah Lane', 'Liam Flaherty', 'Patrick Heusinger', 'Marina Stavitskaya', 'Olga Kostritzky', 'Christine Redpath', 'Alexandra Damiani', 'Rebecca Azenberg', 'Laura Bowman', 'Holly L. Fusco', 'Abigail Mentzer', 'Barette Vance', 'Lillian di Piazza', 'Megan Dickinson', 'Jessy Hendrickson', 'Geneviève Lebean', 'Rachel Jambois', 'Ryoko Sadoshima', 'Kaia A. Tack', 'Lauren Fadeley', 'Sarah Hay', 'Adrianna de Svastich', 'Jamie Wolf', 'Carrie Lee Riggins', 'Gina Artese', 'Daralina Komar', 'Tim Lacatena', 'Alyson Cambridge', 'Anne Bergstedt Jordanova']"
The Amazing Spider-Man 2,8,2014,true,2023-08-17,USA,Columbia Pictures,English,"['Action', 'Adventure', 'Science Fiction']",Marc Webb,"['Andrew Garfield', 'Emma Stone', 'Jamie Foxx', 'Dane DeHaan', 'Colm Feore', 'Felicity Jones', 'Paul Giamatti', 'Sally Field', 'Embeth Davidtz', 'Campbell Scott', 'Marton Csokas', 'Louis Cancelmi', 'Max Charles', 'B.J. Novak', 'Sarah Gadon', 'Michael Massee', 'Jorge Vega', 'Bill Heck', 'Teddy Coluca', 'Helen Stern', 'Aidy Bryant', 'Cal McCrystal', 'Anslem Richardson', 'Mark Doherty', 'James Colby', 'Kari Coleman', 'Skyler Gisondo', 'Charlie DePew', 'Robert Newman', 'Adrian Martinez', 'Thaddeus Phillips', 'James McCauley', 'Rachael McOwen', 'David Shabtai', 'Greg Connolly', 'Timothy Adams', 'Tug Coker', 'Jabari Gray', 'Jamie Lynn Concepcion', 'Pat Kiernan', 'Jessica Abo', 'Clem Cheung', 'Dusan Hyska', 'Andrei Runtso', 'Brennan Taylor', 'Slate Holmgren', 'Drew Beasley', 'Matthew Tronieri', 'Dario Barosso', 'Salvatore Rossi', 'Peter KT Tzotchev', 'Paul Urcioli', 'David Shih', 'Daniel Gerroll', 'Brian McElhaney', 'Jonathan Braylock', 'Steven Hauck', 'J.D. Walsh', 'Stan Lee', 'Jessica Shea Alverson', 'Stefanie Barry', 'Chris Cooper', 'BJ Davis', 'Julia Davis', 'Frank Deal', 'Odette Warder Henderson', 'Denis Leary', 'Lynn Marocola', 'Josh Elliott Pickel', 'Martin Sheen', 'Rick Bolander', 'Amyrh Harris']"
Decision to Leave,7,2022,false,2023-08-16,South Korea,Moho Film,Korean,"['Mystery', 'Romance', 'Thriller']",Park Chan-wook,"['Tang Wei', 'Park Hae-il', 'Lee Jung-hyun', 'Go Kyung-pyo', 'Park Yong-woo', 'Kim Shin-young', 'Yoo Seung-mok', 'Jung Yi-seo', 'Jung Young-sook', 'Lee Hak-ju', 'Park Jeong-min', 'Jeong Ha-dam', 'Seo Hyun-woo', 'Teo Yoo', 'Shin An-jin', 'Kim Do-yeon', 'Go Min-si', 'Cha Seo-won', 'Joo In-young', 'Choi Sun-ja', 'Ahn Jin-sang', 'Jin Yong-uk', 'Choi Dae-hoon', 'Kim Mi-hwa', 'Kwak Eun-jin', 'Ahn Seong-bong', 'Lee Yong-nyeo', 'Hwang Jae-won', 'Shon Gwan-ho', 'Jung Hyuk', 'Yoon Sung-won', 'Kim Sung-gon', 'Moon Soon-ju', 'Kim Gwi-rye', 'Han Hyeon-jik', 'Kim Do-dam', 'Han Seo-wool', 'Moon Jung-dae', 'Yoo In-hye', 'Kwon Hyuk', 'Lee Ji-ha', 'Jun Sung-ae', 'Kim Gook-jin', 'Kim Sang-hyun', 'Cha Sang-do', 'Kang Gyeong-su', 'Jeong So-ri']"
Her,9,2013,true,2023-08-16,USA,Annapurna Pictures,English,"['Science Fiction', 'Drama', 'Romance']",Spike Jonze,"['Joaquin Phoenix', 'Scarlett Johansson', 'Lynn Adrianna', 'Lisa Renee Pitts', 'Gabe Gomez', 'Chris Pratt', 'Artt Butler', 'May Lindstrom', 'Rooney Mara', 'Bill Hader', 'Kristen Wiig', 'Brian D. Johnson', 'Amy Adams', 'Matt Letscher', 'Spike Jonze', 'Olivia Wilde', 'David Azar', 'Guy Lewis', 'Melanie Seacat', 'Pramod Kumar', 'Evelyn Edwards', 'Steve Zissis', 'Dane White', 'Nicole Grother', 'James Ozasky', 'Samantha Sarakanti', 'Luka Jones', 'Gracie Prewitt', 'Claudia Choi', 'Laura Kai Chen', 'Portia Doubleday', 'SoKo', 'Wendy Leon', 'Lil Buck', 'Robert Benard', 'Lisa Cohen', 'Grant Samson', 'Brian Cox', 'Alia Janine']"
Split,7,2016,false,2023-08-15,USA,Universal Pictures,English,"['Thriller', 'Horror']",M. Night Shyamalan,"['James McAvoy', 'Anya Taylor-Joy', 'Betty Buckley', 'Haley Lu Richardson', 'Jessica Sula', 'Izzie Coffey', 'Brad William Henke', 'Sebastian Arcelus', 'Neal Huff', 'Ukee Washington', 'Ann Wood', 'Robert Michael Kelly', 'M. Night Shyamalan', 'Rosemary Howard', 'Jerome Gallman', 'Lyne Renee', 'Kate Jacoby', 'Peter Patrikios', 'Kash Goins', 'Roy James Wilson', 'Christopher Lee Philips', 'Julie Potter', 'Ameerah Briggs', 'Nakia Dillard', 'Robin Rieger', 'Emlyn Elisabeth Morinelli', 'Dann Fink', 'Bruce Winant', 'Bruce Willis', 'Kim Director', 'Robert Bizik', 'Junnie Lopez', 'Steven Dennis', 'Matthew Nadu', 'James Robinson Jr.', 'John Mitchell', 'Aleksandra Svetlichnaya', 'Colin Campbell', 'John Jillard Sr.', 'Vincent Riviezzo', 'Gary Ayash']"
Closer,7,2004,false,2023-08-15,UK,Columbia Pictures,English,"['Drama', 'Romance']",Mike Nichols,"['Julia Roberts', 'Jude Law', 'Natalie Portman', 'Clive Owen', 'Colin Stinton', 'Nick Hobbs', 'Steve Benham', 'Elizabeth Bower', 'Daniel Dresner', 'Rrenford Junior Fagan', 'Antony Gabriel', 'Michael Haley', 'Selena Mars', 'Steve Morphew', 'Peter Rnic', 'Robert Stone', 'Jacqui-Lee Pryce']"
No Country for Old Men,7,2007,false,2023-08-14,USA,Miramax,English,"['Crime', 'Thriller', 'Drama']",Ethan Coen,"['Javier Bardem', 'Tommy Lee Jones', 'Josh Brolin', 'Woody Harrelson', 'Kelly Macdonald', 'Garret Dillahunt', 'Tess Harper', 'Barry Corbin', 'Stephen Root', 'Rodger Boyce', 'Beth Grant', 'Ana Reeder', 'Kit Gwin', 'Zach Hopkins', 'Chip Love', 'Eduardo Antonio Garcia', 'Gene Jones', 'Myk Watford', 'Boots Southerland', 'Kathy Lamkin', 'Johnnie Hector', 'Margaret Bowman', 'Thomas Kopache', 'Jason Douglas', 'Doris Hargrave', 'Rutherford Cravens', 'Matthew Posey', 'George Adelo', 'Mathew Greer', 'Trent Moore', 'Marc Miles', 'Luce Rains', 'Philip Bentham', 'Eric Reeves', 'Josh Meyer', 'Chris Warner', 'Brandon Smith', 'Roland Uribe', 'Richard Jackson', 'Josh Blaylock', 'Caleb Landry Jones', 'Dorsey Ray', 'Angel H. Alvarado Jr.', 'David A. Gomez', 'Milton Hernandez', 'John Mancha', 'Scott Flick', 'Albert Fry Jr.', 'Angelo Martinez', 'James Rishe', 'Elizabeth Slagsvol', 'Rachel Manera']"
Skyfall,9,2012,true,2023-08-04,UK,Metro-Goldwyn-Mayer,English,"['Adventure', 'Thriller', 'Action']",Sam Mendes,"['Daniel Craig', 'Judi Dench', 'Javier Bardem', 'Ralph Fiennes', 'Naomie Harris', 'Bérénice Marlohe', 'Albert Finney', 'Ben Whishaw', 'Rory Kinnear', 'Ola Rapace', 'Helen McCrory', 'Nicholas Woodeson', 'Bill Buckhurst', 'Elize du Toit', 'Ian Bonar', 'Gordon Milne', 'Peter Basham', 'Ben Loyd-Holmes', 'Tonia Sotiropoulou', 'Wolf Blitzer', 'David Gillies', 'James Li', 'Kenneth Hazeldine', 'Orion Lee', 'Dave Wong', 'Tank Dong', 'Roger Yuan', 'Yang Liang', 'Yennis Cheung', 'Chooye Bay', 'Sid Man', 'Angela Tran', 'Milorad Kapor', 'Huw Edwards', 'Adebayo Bolaji', 'Elio Lo Tauro', 'Amir Boutrous', 'Khan Bonfils', 'Nicholas Goh', 'John Hodgkinson', 'Kurt Egyiawan', 'Oliver Johnstone', 'Harry Kershaw', 'Burt Caesar', 'Paul Venables', 'Crispin Letts', 'Kammy Darweish', 'Beatrice Curnew', 'Dominique Anne Jones', 'Ross Waiton', 'Jim Conway', 'Jens Hultén', 'Michael Pink', 'Jo Cameron Brown', ""Anthony O'Donnell"", 'Hannah Stokely', 'Wayne Gordon', 'Ene Frost', 'Tom Wu', 'Jake Fairbrother', 'Christopher Sciueref', 'Daniel Adegboyega', 'Selva Rasalingam', 'Joss Skottowe', 'Steve Barnett', 'Lee Nicholas Harris', 'Duncan Casey', 'Tom Coulston']"
Elemental,6,2023,false,2023-08-03,USA,Walt Disney Pictures,English,"['Comedy', 'Romance', 'Animation', 'Fantasy', 'Family']",Peter Sohn,"['Leah Lewis', 'Mamoudou Athie', 'Ronnie del Carmen', 'Shila Ommi', 'Wendi McLendon-Covey', ""Catherine O'Hara"", 'Mason Wertheimer', 'Ronobir Lahiri', 'Wilma Bonet', 'Joe Pera', 'Matthew Yang King', 'Clara Lin Ding', 'Reagan To', 'Jeff Lapensee', 'Ben Morris', 'Jonathan Adams', 'Alex Kapp', 'P.L. Brown']"
28 Days Later,8,2002,true,2023-07-31,UK,DNA Films,English,"['Horror', 'Science Fiction', 'Thriller']",Danny Boyle,"['Cillian Murphy', 'Naomie Harris', 'Brendan Gleeson', 'Megan Burns', 'Christopher Eccleston', 'Noah Huntley', 'Luke Mably', 'Stuart McQuarrie', 'Ricci Harnett', 'Leo Bill', 'Junior Laniyan', 'Ray Panthaki', 'Sanjay Rambaruth', 'Marvin Campbell', 'Christopher Dunne', 'Emma Hitching', 'Alex Palmer', 'Bindu De Stoppani', 'Jukka Hiltunen', 'David Schneider', 'Alexander Delamere', 'Kim McGarrity', 'Toby Sedgwick', 'Justin Hackney', 'Adrian Christopher', 'Richard Dwyer', 'Nick Ewans', 'Terry John', 'Paul Kasey', 'Sebastian Knapp', 'Nicholas James Lewis', 'Jenni Lush', 'Tristan Matthiae', 'Jeffrey Rann', 'Joelle Simpson', 'Al Stokes', 'Steen Young']"
Watching the Detectives,7,2007,true,2023-07-27,USA,Peace Arch Entertainment Group,English,"['Romance', 'Comedy']",Paul Soter,"['Cillian Murphy', 'Lucy Liu', 'Jason Sudeikis', 'Michael Panes', 'Callie Thorne', 'Michael Yurchak', 'Heather Burns', 'Mark Harelik', 'Ali Reza', 'Josh Pais', 'Brett Gelman', 'Lonny Ross', 'Paul Scheer', 'Richard Waddingham', ""J.T. O'Connor"", 'Joel Marsh Garland', 'Erik Stolhanske', 'Daniel Raymont', 'Jack Bethke', 'Bryan Paulk', 'Katie Davidson', 'Dennis Gubbins', 'Rohit Sang', 'Tara Orr', 'Steve Lemme', 'Anthony St. James', 'Josh Gad', 'Connor Fox']"
Barbie,7,2023,false,2023-07-26,UK,LuckyChap Entertainment,English,"['Comedy', 'Adventure']",Greta Gerwig,"['Margot Robbie', 'Ryan Gosling', 'America Ferrera', 'Ariana Greenblatt', 'Issa Rae', 'Kate McKinnon', 'Alexandra Shipp', 'Emma Mackey', 'Hari Nef', 'Sharon Rooney', 'Ana Cruz Kayne', 'Ritu Arya', 'Dua Lipa', 'Nicola Coughlan', 'Emerald Fennell', 'Simu Liu', 'Kingsley Ben-Adir', 'Ncuti Gatwa', 'Scott Evans', 'John Cena', 'Michael Cera', 'Rhea Perlman', 'Helen Mirren', 'Will Ferrell', 'Connor Swindells', 'Jamie Demetriou', 'Andrew Leung', 'Will Merrick', 'Zheng Xi Yong', 'Asim Chaudhry', 'Ray Fearon', 'Erica Ford', 'Hannah Khalique-Brown', 'Mette', 'Marisa Abela', 'Lucy Boynton', 'Rob Brydon', 'Tom Stourton', 'Chris Taylor', 'David Mumeni', 'Olivia Brody', 'Isla Ashworth', 'Eire Farrell', 'Daisy Duczmal', 'Genvieve Toussaint', 'Isabella Nightingale-Mercado', 'Millie-Rose Crossley', 'Anvita Nehru', 'Kayla-Mai Alvares', 'Luke Mullen', 'Patrick Luwis', 'Mac Brandt', 'Paul Jurewicz', 'Oraldo Austin', 'Benjamin Arthur', 'Carlos Jacott', 'Adam Ray', 'George Basil', 'Ptolemy Slocum', 'Deb Hiett', 'James Leon', 'Oliver Vaquer', 'Tony Noto', 'Christopher T. Wood', 'Ann Roth', 'Annie Mumolo', 'Elise Gallup', 'McKenna Roberts', 'Brylee Hsu', 'Sasha Milstein', 'Lauren Holt', 'Sterling Jones', 'Ryan Piers Williams', 'Jamaal Lewis', 'Kathryn Akin', 'Grace Jabbari', 'Ira Mandela Siobhan', 'Lisa Spencer', 'Naomi Weijand', 'Tom Clark', 'Ireanne Abenoja', 'Davide Albonetti', 'Charlotte Anderson', 'Michael Anderson', 'Rico Bakker', 'James Bamford', 'William John Banks', 'Callum Bell', 'Adam Blaug', 'Mason Boyce', 'Taylor Bradshaw', 'Alex Brown', 'Miekaile Browne', 'Lewis Calcutt', 'Nikkita Chadha', 'Oliver Chapman', 'Megan Charles', 'Callum Clack', 'Danny Coburn', 'Kat Collings', 'Adam Crossley', 'Sia Dauda', 'Gustave Die', 'Grace Durkin', 'Joelle Dyson', 'Lewis Easter', 'Onyemachi Ejimofor', 'Cameron Everitt', 'Luke Field-Wright', 'Sasha Flesch', 'Adam Fogarty', 'Michael John French', 'Anna-Kay Gayle', 'Charlie Goddard', 'Marlie Goddard', 'Ellis Harman', 'Yasmin Harrison', 'Josh Hawkins', 'James Healy', 'Tim Hodges', 'Mira Jebari', 'Beccy Jones', 'Thomas Kalek', 'Lily Laight', 'Maiya Leeke', 'Cristian Liberti', 'Prodromos Marneros', 'Nahum McLean', 'Jordan Melchor', 'Ramzan Miah', 'Andy Monaghan', 'Florivaldo Mossi', 'Hannah Nazareth', 'Grant Neal', 'Freja Nicole', 'Shaun Niles', 'Ella Nonini', 'Jack William Parry', 'Josie Pocock', 'Barnaby Quarendon', 'Redmand Rance', 'Zara Richards', 'Liam Riddick', 'Alana Rixon', 'Adam Paul Robertson', 'Kingdom Sibanda', 'Sebastian Skov', 'Aaron J. Smith', 'Joshua Smith', 'Lucia-Rose Sokolowski', 'Janine Somcio', 'Alex Sturman', 'Callum Sterling', 'Todd Talbot', 'Charles Tatman', 'Grant Thresh', 'Connor Tidman', 'Wahchi Vong', 'Jerry Wan', 'Sasha Wareham', 'Stan West', 'Oliver Wheeler', 'Josh Wild', 'Joe Wolstenholme', 'Richard Womersley', 'Ashley Young']"
Oppenheimer,8,2023,true,2023-07-25,UK,Syncopy,English,"['Drama', 'History']",Christopher Nolan,"['Cillian Murphy', 'Emily Blunt', 'Matt Damon', 'Robert Downey Jr.', 'Florence Pugh', 'Josh Hartnett', 'Casey Affleck', 'Rami Malek', 'Kenneth Branagh', 'Benny Safdie', 'Jason Clarke', 'Dylan Arnold', 'Tom Conti', ""James D'Arcy"", 'David Dastmalchian', 'Dane DeHaan', 'Alden Ehrenreich', 'Tony Goldwyn', 'Jefferson Hall', 'David Krumholtz', 'Matthew Modine', 'Scott Grimes', 'Kurt Koehler', 'John Gowans', 'Macon Blair', 'Harry Groener', 'Gregory Jbara', 'Ted King', 'Tim DeKay', 'Steven Houska', 'Petrie Willink', 'Matthias Schweighöfer', 'Alex Wolff', 'Josh Zuckerman', 'Rory Keane', 'Michael Angarano', 'Emma Dumont', 'Sadie Stratton', 'Britt Kyle', 'Guy Burnet', 'Tom Jenkins', 'Louise Lombard', 'Michael Andrew Baker', 'Jeff Hephner', 'Olli Haaskivi', 'David Rysdahl', 'Josh Peck', 'Jack Quaid', 'Brett DelBuono', 'Gustaf Skarsgård', 'James Urbaniak', 'Trond Fausa Aurvåg', 'Devon Bostick', 'Danny Deferrari', 'Christopher Denham', 'Jessica Erin Martin', 'Ronald Auguste', 'Máté Haumann', 'Olivia Thirlby', 'Jack Cutmore-Scott', 'Harrison Gilbertson', 'James Remar', 'Will Roberts', 'Pat Skipper', 'Steve Coulter', 'Jeremy John Wells', 'Sean Avery', 'Adam Kroeger', 'Drew Kenney', 'Bryce Johnson', 'Flora Nolan', 'Kerry Westcott', 'Christina Hogue', 'Clay Bunker', 'Tyler Beardsley', 'Maria Teresa Zuppetta', 'Kate French', 'Gary Oldman', 'Hap Lawrence', 'Meg Schimelpfenig']"
Tenet,4,2020,false,2023-07-18,UK,Warner Bros. Pictures,English,"['Action', 'Thriller', 'Science Fiction']",Christopher Nolan,"['John David Washington', 'Robert Pattinson', 'Elizabeth Debicki', 'Kenneth Branagh', 'Dimple Kapadia', 'Michael Caine', 'Martin Donovan', 'Fiona Dourif', 'Yuri Kolokolnikov', 'Himesh Patel', 'Clémence Poésy', 'Aaron Taylor-Johnson', 'Laurie Shepherd', 'Anthony Molinari', 'Juhan Ulfsak', 'Jefferson Hall', 'Ivo Uukkivi', 'Andrew Howard', 'Rich Ceraulo Ko', 'Jonathan Camp', 'Wes Chatham', 'Sander Rebane', 'Josh Stewart', 'Denzil Smith', 'Jeremy Theobald', 'Tom Nolan', 'Marcel Sabat', 'Julia-Maria Arnolds', 'Jack Cutmore-Scott', 'Adam Cropper', 'Tony Christian', 'Jan Uuspõld', 'Kaspar Velberg', 'Sergo Vares', 'Rain Tolk', 'Henrik Kalmet', 'Sean Avery', 'John Orantes', 'Seb Carrington', 'Matthew Marsden', 'Mark Krenik', 'Kenneth Wolf Andersen Haugen', 'Marek Angelstok', 'Klaus Peeter Rüütli', 'Daniel Olesk', 'Ingrid Margus', 'Carina Velva', 'Glenn Lawrence', 'Katie McCabe', 'Ronald Pelin', 'Schezaad Ausman', 'Anterro Ahonen', 'Aleksei Podlesnov', 'Trent Buxton', 'Jess Weber', 'Martin Tõnumaa', 'Lisa Marie', 'Loora-Eliise Kaarelson', 'Andres Oja', 'Anton Klink', 'Viktoria Jelizarova']"
The Virgin Suicides,6,1999,false,2023-07-15,USA,American Zoetrope,English,"['Romance', 'Drama']",Sofia Coppola,"['James Woods', 'Kathleen Turner', 'Kirsten Dunst', 'Josh Hartnett', 'Michael Paré', 'Scott Glenn', 'Danny DeVito', 'A.J. Cook', 'Hanna Hall', 'Leslie Hayman', 'Chelse Swain', 'Anthony DeSimone', 'Lee Kagan', 'Robert Schwartzman', 'Noah ""40"" Shebib', 'Jonathan Tucker', 'Joe Roncetti', 'Hayden Christensen', 'Chris Hale', 'Joe Dinicol', 'Suki Kaiser', 'Dawn Greenhalgh', 'Allen Stewart-Coates', 'Sherry Miller', 'Jonathan Whittaker', 'Michèle Duquet', 'Murray McRae', 'Roberta Hanley', 'Paul Sybersma', 'Susan Sybersma', 'Peter Snider', 'Gary Brennan', 'Charles Boyland', 'Dustin Ladd', 'Kristin Fairlie', 'Melody Johnson', 'Sheyla Molho', 'Ashley Ainsworth', 'Courtney Hawkrigg', 'François Klanfer', 'Mackenzie Lawrenz', 'Tim Hall', 'Amos Crawley', 'Andrew Gillies', 'Mairlyn Smith', 'Sally Cahill', 'Tracey Ferencz', 'Scot Denton', 'Catherine Swing', 'Timothy Adams', 'Michael Michaelessi', 'Sarah Minhas', 'Megan Kennedy', 'Sandi Stahlbrand', 'Neil Girvan', 'Jaya Karsemeyer', 'Leah Straatsma', 'Mark Polley', 'Kirk Gonnsen', 'Marianne Moroney', 'Anne Wessels', 'Giovanni Ribisi', 'Derek Boyes', 'John Buchan', 'Conor Dean Smith', 'Mandy Lee Jones', 'Thomas Mars']"
Dune,6,2021,false,2023-07-13,USA,Legendary Pictures,English,"['Science Fiction', 'Adventure']",Denis Villeneuve,"['Timothée Chalamet', 'Rebecca Ferguson', 'Oscar Isaac', 'Jason Momoa', 'Stellan Skarsgård', 'Stephen McKinley Henderson', 'Josh Brolin', 'Javier Bardem', 'Sharon Duncan-Brewster', 'Chang Chen', 'Dave Bautista', 'David Dastmalchian', 'Zendaya', 'Charlotte Rampling', 'Babs Olusanmokun', 'Benjamin Clémentine', 'Souad Faress', 'Golda Rosheuvel', 'Roger Yuan', 'Seun Shote', 'Neil Bell', 'Oliver Ryan', 'Stephen Collins', 'Charlie Rawes', 'Richard Carter', 'Benjamin Dilloway', 'Elmi Rashid Elmi', 'Tachia Newall', 'Gloria Obianyo', 'Fehinti Balogun', 'Dora Kápolnai-Schvab', 'Joelle', 'Jimmy Walker', 'Paul Bullion', 'Milena Sidorova', 'János Timkó', 'Jean Gilpin', 'Marianne Faithfull', 'Ellen Dubin']"
